Zipcode,CountTaxReturns2016,CountDependents2016,AdjGrossIncome2016,TotalIncome2016,CapGains2016,TaxesPaid2016
3574,1350,540,78431,79562,2039,2180
3576,1430,570,66176,67344,1657,1261
3579,200,40,9365,9457,17,174
3580,800,250,77353,78742,4813,3519
3581,1640,690,84299,85425,877,1404
3582,1120,520,42202,42666,153,466
3583,530,210,27902,28347,633,633
3584,1710,840,92708,95033,4028,2274
3585,1320,580,62875,63737,953,1359
3586,250,100,24586,25134,2420,1363
3588,830,330,38805,39314,395,592
3590,400,180,13304,13406,74,204
3592,510,140,22154,22367,292,465
3593,170,40,11773,11927,133,337
3598,1650,710,70972,72137,1866,1703
3601,210,110,11814,11907,203,416
3602,1340,570,83838,85234,2322,2835
3603,2550,1150,121326,123123,1603,2745
3605,470,260,22303,22554,62,460
3607,140,40,7130,7217,155,0
3608,1470,610,134743,137563,10083,5765
3609,400,190,18063,18209,132,326
3740,520,240,26570,26926,592,731
3741,2070,920,120128,122232,3094,4120
3743,6550,3160,307331,311441,8995,7840
3745,640,220,44512,45257,1445,1890
3748,2510,850,166135,169180,5457,5867
3750,500,300,102407,103797,10297,6461
3752,390,160,18966,19232,160,490
3753,1760,840,180855,184882,8996,7949
3755,3520,1750,677047,688081,105676,30829
3765,240,110,12293,12352,67,314
3766,5510,1940,379186,385369,23748,12440
3768,840,500,149324,151877,23777,8581
3770,380,230,46642,47699,1545,1874
3771,430,220,24014,24384,505,288
3773,3820,1730,183016,185612,3506,4755
3774,920,380,44762,45535,689,1031
3777,640,280,43559,44360,1227,2180
3779,370,150,20487,20685,278,810
3780,240,110,11278,11434,113,207
3781,890,390,78620,79947,2529,3835
3782,1500,610,157669,160882,15409,8934
3784,2160,810,161102,163347,5553,5295
3785,1080,540,45228,46031,948,890
3801,12740,4290,1331798,1355600,112269,52307
3809,1960,900,150537,153344,5473,5628
3810,940,350,75813,77482,4860,3963
3811,3810,1630,339418,344454,11952,20921
3812,350,120,16860,17242,113,319
3813,1650,730,84668,86370,3772,2877
3814,1130,550,49883,50655,851,1635
3816,540,230,33953,34544,938,933
3817,330,110,18328,18613,395,699
3818,2170,950,96288,98404,3558,2392
3819,2200,1140,151067,152968,1441,10071
3820,16730,6930,1082113,1098934,28174,40959
3823,910,550,97939,99233,1832,4522
3824,3180,1620,345714,352029,21999,20369
3825,4610,2390,314886,319835,6772,14157
3826,1580,670,110534,112383,1984,6335
3827,1660,810,142344,144940,4183,10114
3830,660,260,36273,36690,1068,1148
3833,11440,5850,1065098,1083270,58766,55073
3835,3300,1670,159655,161619,1627,4296
3836,740,210,44168,45108,2556,1391
3837,700,340,38934,39658,491,1919
3838,770,220,52600,53876,4548,1467
3839,2020,1050,103910,105269,564,3196
3840,2230,1120,248364,253308,13112,10949
3841,3370,1660,275079,279765,5666,15958
3842,8670,3100,718566,730069,31895,33119
3844,1230,660,173584,178241,10630,12505
3845,750,230,43163,44034,1489,1050
3846,510,130,59958,60959,6936,2566
3848,3350,1380,236230,239980,11435,13803
3849,690,280,37792,38468,592,1220
3851,2020,930,114163,115534,1303,4399
3852,280,170,14684,14859,0,617
3853,300,110,29351,30003,3426,1558
3855,1400,630,90961,92228,1527,3515
3856,900,540,104271,106352,4686,5291
3857,5090,1950,328620,334001,5974,12056
3858,2390,1230,177278,179881,2195,12942
3860,2330,850,132492,137054,10124,3924
3861,2150,1110,177366,180358,4910,8959
3862,2600,1100,382347,388619,40396,18399
3864,830,370,34581,35074,879,1003
3865,4380,2020,287850,292046,4990,17178
3867,10610,4870,529505,535673,5668,14070
3868,2970,1330,146260,147713,1280,3674
3869,1320,600,86681,88012,1808,3791
3870,2820,1180,398103,408437,42306,17585
3872,1920,870,108058,109851,4091,3256
3873,3200,1710,219328,221798,1159,12935
3874,5080,1820,306245,310109,8484,12022
3875,430,150,28239,28616,1118,1015
3878,6280,3130,314049,317570,3706,10642
3882,630,260,27791,28219,387,801
3883,100,40,6084,6084,239,201
3884,2120,1090,149238,151677,3473,6323
3885,3930,2250,451392,459989,25957,22889
3886,740,300,33900,34684,514,891
3887,1030,520,55419,55962,209,1992
3890,440,200,20088,20445,110,644
3894,3010,1150,344044,349979,25748,15664
3901,3620,2070,200550,202771,2550,11914
3902,1210,500,120210,122871,13429,10841
3903,3390,1570,243253,247446,9981,17477
3904,4170,1700,267547,272388,9113,16002
3905,1020,310,86048,88581,5388,7807
3906,2400,1230,137158,139277,1972,7577
3907,910,120,78221,79944,11432,6337
3908,3690,2040,230391,234325,4591,15754
3909,5100,2370,427077,435092,17936,31350
4001,1160,540,59377,60325,1191,3309
4002,3630,1650,190523,193408,3963,9543
4003,160,30,10431,10656,347,679
4005,11300,4920,520725,527382,9983,28763
4008,1440,670,83427,84945,2817,4656
4009,2200,960,102182,103867,3658,5428
4010,710,380,28948,29472,237,1148
4011,10080,4350,662378,673623,37252,42928
4015,1590,740,85951,87170,2468,4849
4017,210,70,13160,13544,397,1202
4020,700,330,32685,33363,533,1597
4021,3190,2060,345348,353079,27299,30975
4022,540,240,29644,30098,1048,1331
4024,280,150,11459,11524,0,423
4027,2830,1620,139669,141166,1268,6364
4029,910,400,46408,46862,1505,2362
4030,1090,520,56585,57396,696,2936
4032,4060,2050,356233,364041,25545,27244
4037,1790,900,77437,79056,2287,3869
4038,8250,4560,558372,567779,12439,37781
4039,3980,1920,233141,236927,3992,14156
4040,1330,550,67825,68671,3524,3309
4041,630,350,25029,25380,197,913
4042,2190,1110,117590,119256,1919,5877
4043,5790,2510,427127,436228,26250,31870
4046,3900,1570,280166,287010,20299,20129
4047,920,400,40385,40893,628,1663
4048,1310,720,64974,66026,1511,2745
4049,1700,940,80684,81697,547,3439
4050,110,40,5965,6155,0,251
4051,520,250,28670,29172,912,1515
4055,1910,930,90955,92149,3204,4859
4061,1580,1050,76562,77436,198,3499
4062,8890,4410,542301,551163,11161,34317
4064,4730,1390,234908,238742,11649,12562
4066,310,90,23153,23525,1368,1768
4068,550,300,23809,24306,658,785
4069,780,350,58581,59540,5606,4170
4071,2460,1090,163691,166621,7083,11100
4072,10110,4620,589200,598066,16439,37407
4073,7970,4050,350640,354971,3486,16304
4074,9930,5150,884337,900383,59253,71487
4076,1280,580,62985,63905,1427,3039
4079,2030,680,178104,182387,28427,12440
4083,2280,1040,107840,109342,1462,5608
4084,3840,1790,221423,224509,6011,12348
4085,910,570,48494,48956,250,2293
4086,4870,2180,307313,311487,12625,19306
4087,1150,630,55485,56097,476,2730
4088,630,290,30171,30493,1089,1349
4090,5380,2100,335192,340540,14527,19299
4091,420,230,19787,20032,29,921
4092,9280,4040,453618,459106,7167,23649
4093,3990,1940,213121,216110,4574,10584
4095,560,310,24803,25125,268,811
4096,4440,2460,507175,518044,50231,45524
4097,1860,1130,171469,175372,8604,13831
4101,9410,2330,486120,498357,43537,25375
4102,9460,3200,589338,601731,31134,39316
4103,16360,6660,933795,952804,26922,59561
4105,6090,3520,869618,888191,74252,79895
4106,13840,5570,790751,804449,32090,48658
4107,4720,2670,589504,603861,48195,57173
4108,480,190,34896,35764,1665,3311
4110,770,380,193539,197389,27875,19286
4210,10380,5370,514793,521867,10343,26586
4216,300,130,11365,11448,87,295
4217,1610,750,80310,81727,2658,3810
4219,630,310,28281,28631,406,1019
4220,1430,730,61057,61718,647,2506
4221,380,210,16083,16333,86,521
4222,1930,1000,124375,125856,1848,7873
4224,1200,670,52770,53235,379,2039
4231,130,60,4693,4728,1,0
4236,2060,1060,107088,108565,1466,5209
4237,130,40,5576,5629,5,190
4238,610,360,32477,32895,181,1401
4239,2060,1100,90509,91474,654,2754
4240,14630,8340,618458,625881,10499,25222
4250,1970,1070,88601,89360,353,3572
4252,2330,1190,108617,109745,958,4476
4253,1020,450,48758,49388,529,1809
4254,1250,780,45175,45594,307,1129
4255,350,140,14137,14279,50,540
4256,1340,790,57486,58149,319,1957
4257,1030,580,38280,38643,418,943
4258,1290,770,77924,79043,1242,4230
4259,1560,840,85912,86996,1564,4333
4260,2700,1530,165537,167888,3527,9547
4261,210,70,13818,13969,459,865
4263,960,540,45730,46385,398,1942
4265,420,210,20282,20495,45,921
4268,2200,1090,99055,100421,4194,4676
4270,2710,1460,116710,118203,1844,4129
4274,2590,1340,141143,142952,1907,7463
4275,220,80,9839,9931,0,232
4276,2400,1240,98263,99364,790,2667
4280,3130,1660,157330,158870,3158,6955
4281,2190,1120,86667,87524,1450,3194
4282,2680,1450,149984,151888,2218,7528
4284,570,240,36840,37400,777,2515
4285,190,60,9181,9265,170,235
4287,1490,760,77607,78656,525,3789
4289,780,480,30322,30588,393,737
4290,660,370,32329,32687,109,1064
4292,380,230,15280,15567,76,479
4294,1580,850,74775,75583,1244,3381
4330,12030,5280,560620,568591,9620,22472
4342,810,400,43560,44165,536,1957
4344,1410,750,67645,68461,916,2680
4345,5630,2790,270516,273962,4203,10322
4346,840,380,33496,33816,96,975
4347,1320,460,82384,84034,3283,4544
4348,1380,720,66351,67335,1553,3093
4349,610,290,35060,35690,647,1921
4350,1700,830,86622,87906,1058,4015
4351,1340,620,105095,107093,2045,7181
4352,770,400,39765,40279,639,2079
4353,1060,510,50547,51215,1116,2081
4354,680,370,36895,37367,745,1719
4355,1190,630,70896,72180,1395,4038
4357,1610,750,76504,77507,736,3683
4358,1890,1070,96695,98231,1182,4313
4360,280,110,11660,11802,141,418
4363,1220,640,57285,57928,419,2058
4364,2830,1380,175757,178174,2815,9996
4401,20160,9240,1075069,1091331,32324,56461
4406,300,110,11418,11514,53,271
4410,510,320,19768,19905,54,602
4411,710,330,33266,33566,329,1179
4412,4710,2250,271731,275348,5293,14944
4414,500,270,19169,19373,248,433
4416,2520,1210,116407,117941,1951,4308
4417,140,70,4924,4956,0,0
4418,690,390,27084,27288,52,567
4419,1280,670,63297,63917,261,2495
4421,340,130,27319,27659,1723,2174
4422,470,310,20207,20529,157,563
4424,300,170,10082,10213,1,160
4426,2000,1020,92287,93806,1853,3890
4427,1290,790,60688,61382,414,1922
4428,1410,730,70241,71231,750,3467
4429,2450,1110,174861,177896,5652,11398
4430,670,300,25230,25481,61,511
4434,510,340,21860,22166,71,611
4435,430,240,19693,20048,342,567
4438,530,290,19191,19397,0,559
4441,710,220,36641,37314,1196,1840
4443,980,520,40407,40964,704,1173
4444,4380,2470,341833,347694,8330,22763
4448,570,250,20887,21045,95,393
4449,660,310,28899,29120,108,1048
4450,600,330,25827,26052,218,764
4453,290,170,10542,10625,0,229
4455,380,240,15187,15352,82,297
4456,1340,820,65484,66349,344,2204
4457,2400,1370,112508,114163,1964,4051
4459,290,140,8904,8961,36,112
4460,570,300,22100,22284,61,630
4461,1510,690,65460,66151,576,2136
4462,1900,730,78242,78897,651,2026
4463,1120,560,39411,39755,112,623
4464,250,130,9604,9737,55,266
4468,3950,1770,174771,176766,2710,6979
4471,210,120,7374,7415,0,156
4472,970,410,44257,44761,591,1507
4473,2590,1000,150323,152329,3804,9855
4474,1830,890,101745,103110,1148,4809
4475,150,70,6086,6114,0,0
4476,540,180,25542,26218,1230,1363
4478,140,30,6688,6802,340,304
4479,510,240,21011,21211,249,625
4481,270,150,12395,12514,85,391
4487,330,160,11653,11736,55,264
4488,530,290,23452,23675,80,819
4493,780,420,35805,36196,305,1212
4495,140,80,5391,5419,0,0
4496,1820,910,95621,96955,1621,4109
4497,130,50,4440,4478,0,0
4530,5520,2310,300598,305983,11037,17402
4535,360,170,20076,20568,717,1190
4537,1140,420,61075,62689,3290,3305
4538,1040,260,53842,55340,3137,2828
4539,530,250,28174,28799,905,1172
4543,1270,420,69465,70987,6181,4654
4544,390,80,36348,37071,3952,2718
4547,570,240,24970,25700,483,829
4548,540,190,37674,38693,2281,2310
4551,340,180,20875,21460,762,1640
4553,1010,450,64349,65762,4601,4178
4554,370,90,28968,29468,2926,1437
4555,890,360,48667,49675,1934,2602
4556,630,250,36005,36670,2210,2204
4558,150,40,8101,8259,170,379
4562,1020,340,61670,63077,3143,3280
4563,670,290,41146,42574,3011,2858
4564,250,80,21507,22192,666,1596
4568,180,40,14700,15043,1115,894
4571,140,40,7617,7713,119,468
4572,2410,1130,108386,110556,3667,4934
4573,260,90,15678,16046,583,797
4574,700,350,29218,29821,441,1035
4576,290,60,22262,22682,3035,1696
4578,2210,850,108497,110493,3136,5695
4579,1570,720,115340,117776,4109,6736
4605,6600,2910,341843,348893,10393,17273
4606,510,240,23488,24142,583,819
4607,520,230,23157,23784,812,886
4609,2680,880,162862,166784,12075,9820
4612,250,60,13153,13631,430,654
4613,110,60,5749,2792,0,0
4614,1420,640,90637,93108,7133,5483
4616,400,130,23050,23758,1942,1335
4617,360,130,27613,28142,2113,1436
4619,1520,720,63752,64635,577,2290
4622,530,260,19131,19401,81,410
4623,410,230,16605,17007,70,408
4626,210,140,9295,9673,3,387
4627,780,290,47254,49875,1414,2924
4628,280,140,10269,10428,0,160
4630,680,370,29310,29824,140,815
4631,570,240,24370,24828,417,957
4634,830,410,34426,34982,561,970
4640,1150,510,55793,56906,1363,2521
4643,470,230,18568,19094,119,555
4648,280,140,10738,10898,58,315
4649,540,230,22309,23199,141,915
4650,140,40,7494,7792,49,424
4652,700,280,27204,27688,1005,1033
4653,300,130,14761,15358,172,703
4654,1350,680,59501,60628,781,2305
4655,400,200,14219,14582,131,355
4657,150,40,6360,6421,0,202
4658,640,340,27659,28589,450,1241
4660,760,290,59736,61139,5582,4204
4664,550,280,22979,23426,180,857
4666,510,300,19623,19904,108,532
4667,590,450,21404,21645,34,595
4668,630,460,23169,23342,210,521
4669,130,40,7315,7413,0,267
4671,230,120,10672,10786,0,435
4674,190,90,8001,8284,0,261
4676,460,200,23296,23933,835,1010
4677,150,40,7579,7635,204,357
4679,1030,380,68329,70092,7437,4363
4680,500,260,19711,20381,519,720
4681,590,190,33402,35494,1706,1839
4684,790,310,43374,44454,1160,2251
4685,170,100,7986,8558,0,443
4691,150,90,6988,7066,0,175
4693,250,90,14522,14960,234,744
4694,1040,490,46581,46979,328,1424
4730,4120,2580,180901,183618,4486,5416
4732,760,370,29738,30034,397,523
4734,290,150,11998,12098,28,272
4735,220,130,7875,8010,18,0
4736,4220,2070,193915,197317,2507,6847
4739,400,170,17944,18222,83,731
4740,550,280,24107,24355,202,587
4742,1410,780,59718,60397,670,1524
4743,2010,970,104050,106061,4132,4315
4745,480,230,19914,20216,246,490
4746,150,40,5602,5623,0,0
4747,490,270,19061,19232,450,546
4750,830,380,30378,30590,210,497
4756,1500,580,63680,64657,250,1731
4757,1270,670,66333,67300,819,2403
4758,710,430,33339,34307,269,1080
4760,360,200,12512,12648,0,214
4761,250,110,13467,13566,172,457
4762,230,140,10517,10678,105,335
4763,310,150,11891,11998,17,0
4765,470,220,18113,18674,103,461
4766,170,110,6783,6832,0,0
4768,140,50,6837,6942,121,219
4769,4350,2150,196660,199714,3274,7391
4772,330,130,16004,16298,217,500
4773,340,140,14204,14359,-11,469
4774,260,100,8664,8765,0,112
4776,360,180,12130,12337,35,196
4777,130,80,4464,4464,0,0
4779,150,40,7026,7059,0,172
4780,260,200,11252,11339,0,0
4781,230,120,10005,10176,0,231
4783,220,60,9485,9549,72,343
4785,910,460,32924,33557,220,645
4786,750,460,30365,30700,245,625
4787,180,80,7007,7029,0,164
4841,3680,1410,154270,157686,6457,7316
4843,2680,1050,205766,211155,22723,16304
4847,740,410,40740,41840,1236,2357
4848,310,120,16310,17171,501,1128
4849,1810,790,105760,108531,5585,6580
4853,220,90,12436,12847,237,587
4854,810,290,47915,49310,3522,3060
4856,1860,850,148104,151745,15808,12530
4858,750,290,38108,39353,1068,2037
4859,400,120,27387,28051,1601,1655
4860,810,260,41676,43349,1546,2290
4861,1380,610,64516,65789,1380,2840
4862,1780,840,91979,93751,2940,4714
4863,650,280,34164,37004,604,2256
4864,1920,970,88244,90147,1552,3383
4901,10970,5370,536359,543854,14824,22615
4910,940,500,45939,46542,841,1665
4911,840,440,30028,30380,332,716
4912,400,260,14838,14993,118,438
4915,4180,1790,208975,213294,14095,11380
4917,1490,740,101704,103616,2309,6437
4918,210,60,13916,14194,451,978
4920,650,290,23767,24044,307,340
4921,690,370,26775,27225,351,853
4922,510,280,18071,18308,26,445
4923,190,110,6879,6954,0,0
4924,930,560,37290,37774,571,987
4927,1480,820,63971,64627,865,2075
4928,900,500,36646,37046,205,952
4929,320,230,12606,12702,0,285
4930,1760,930,63951,64712,784,1830
4932,570,270,27455,27784,156,936
4936,110,30,5012,5039,0,197
4937,2850,1520,131364,132818,1780,5126
4938,3510,1670,165859,168068,5541,7252
4939,410,230,16027,16217,140,318
4941,770,400,30995,31555,1110,894
4942,410,220,13568,13733,106,324
4943,750,400,30621,30867,64,854
4945,550,270,35489,35854,3287,1691
4947,940,350,52447,53697,2987,2899
4949,480,240,20689,21053,374,721
4950,1810,980,81706,82907,1708,3188
4951,440,200,18059,18333,336,707
4952,870,470,38254,38990,616,1506
4953,1440,700,64042,65252,1039,2538
4955,640,370,29524,29919,270,928
4956,330,170,15147,15302,39,572
4957,1790,920,82669,83712,1896,2662
4958,760,390,32803,33271,500,1033
4961,400,160,15015,15271,185,395
4963,3390,1790,197472,200819,3613,10259
4965,790,450,31882,32196,183,804
4966,660,320,25898,26243,612,1062
4967,1680,1020,80258,81376,521,3122
4969,560,330,22676,22850,4,594
4970,770,280,37590,38760,1119,1839
4971,850,480,36524,37118,858,1214
4973,630,320,31462,32086,945,1419
4974,1260,570,55048,55669,520,2384
4976,4290,2280,203086,205977,2957,8371
4978,460,210,23817,24042,307,1211
4979,460,220,16159,16306,193,357
4981,1060,480,51128,51738,725,2371
4982,270,100,11722,11877,20,314
4983,690,390,29993,30330,307,865
4984,230,100,9556,9655,75,249
4986,630,410,25616,26053,496,687
4987,430,240,15252,15412,100,381
4988,740,400,29526,30010,192,1056
4989,2020,1080,99875,101146,1392,4253
5001,3930,1710,215128,218798,11461,10686
5032,1220,540,62815,63743,2030,2568
5033,1490,700,75093,76362,943,3470
5034,200,70,10388,10542,32,541
5035,310,90,13853,14061,193,512
5036,470,160,29227,29753,709,1409
5037,420,160,28943,29579,1543,1956
5038,650,290,32929,33679,1096,1459
5039,440,180,19384,19802,649,766
5040,290,150,13532,13701,295,478
5041,160,90,7071,7153,0,210
5042,280,120,12684,12921,399,468
5043,460,250,29422,29986,1013,1938
5045,750,300,41160,41899,1109,2279
5046,560,290,25821,26178,742,883
5048,1270,520,77779,79387,3527,4551
5051,510,200,23405,23754,582,824
5052,180,70,8922,8998,0,289
5053,190,80,14413,14676,829,1015
5055,1820,960,231100,237562,29554,21920
5056,170,40,10037,10254,145,692
5058,210,90,11058,11223,94,618
5060,2370,1050,121414,123441,4287,5367
5061,660,290,36504,37110,1122,1786
5062,350,170,17082,17360,683,817
5065,590,280,39757,40339,1047,2225
5067,160,50,11221,11341,356,833
5068,1470,600,71097,72771,2244,2841
5069,310,180,13803,14053,165,462
5070,270,120,19424,19957,812,1263
5071,190,50,16233,16600,3297,1708
5072,230,90,16717,16944,2549,1141
5075,670,320,47661,48934,3565,3244
5076,260,130,10779,10901,0,266
5077,560,260,28835,29343,896,1627
5079,310,130,14518,14770,479,556
5081,460,200,17014,17187,208,526
5083,110,70,5185,5227,0,167
5084,140,40,6244,6276,0,222
5086,400,140,16645,16835,182,480
5089,2130,900,111452,112821,4563,4965
5091,1810,650,152835,156320,13376,12995
5101,2040,970,82366,83904,1202,2694
5142,340,170,14795,15047,292,437
5143,2270,960,109040,111229,3990,5167
