,Shell,,BP,,Petróleo Brasileiro S.A. - Petrobras,
Competitor,Date, Adj Close ,Date,Adj Close,Date,Adj Close
Shell,1/2/2015, $53.71 ,1/2/2015,30.66357,3/12/2015,34
Shell,1/5/2015, $51.16 ,1/5/2015,29.0387,3/13/2015,null
Shell,1/6/2015, $50.54 ,1/6/2015,28.821508,3/16/2015,null
Shell,1/7/2015, $51.12 ,1/7/2015,28.893902,3/17/2015,31.5
Shell,1/8/2015, $52.16 ,1/8/2015,29.545462,3/18/2015,null
Shell,1/9/2015, $51.50 ,1/9/2015,29.424805,3/19/2015,null
Shell,1/12/2015, $50.46 ,1/12/2015,28.998474,3/20/2015,null
Shell,1/13/2015, $50.50 ,1/13/2015,28.926077,3/25/2015,null
Shell,1/14/2015, $49.95 ,1/14/2015,28.692797,3/26/2015,null
Shell,1/15/2015, $50.13 ,1/15/2015,28.741074,3/27/2015,null
Shell,1/16/2015, $51.64 ,1/16/2015,30.454433,3/30/2015,null
Shell,1/20/2015, $51.80 ,1/20/2015,30.317686,3/31/2015,null
Shell,1/21/2015, $52.62 ,1/21/2015,31.226654,4/1/2015,null
Shell,1/22/2015, $52.81 ,1/22/2015,31.355358,4/6/2015,null
Shell,1/23/2015, $52.28 ,1/23/2015,31.291002,4/7/2015,null
Shell,1/26/2015, $53.29 ,1/26/2015,32.111485,4/8/2015,null
Shell,1/27/2015, $53.48 ,1/27/2015,32.344761,4/9/2015,null
Shell,1/28/2015, $51.41 ,1/28/2015,31.274918,4/10/2015,null
Shell,1/29/2015, $49.97 ,1/29/2015,31.170341,4/13/2015,null
Shell,1/30/2015, $49.28 ,1/30/2015,31.234695,4/14/2015,48.950001
Shell,2/2/2015, $50.47 ,2/2/2015,32.063225,4/15/2015,null
Shell,2/3/2015, $53.73 ,2/3/2015,33.060669,4/16/2015,null
Shell,2/4/2015, $52.46 ,2/4/2015,32.537819,4/17/2015,null
Shell,2/5/2015, $53.58 ,2/5/2015,33.285915,4/20/2015,null
Shell,2/6/2015, $53.12 ,2/6/2015,33.116982,4/21/2015,49.5
Shell,2/9/2015, $53.50 ,2/9/2015,33.470921,4/22/2015,null
Shell,2/10/2015, $52.99 ,2/10/2015,33.181335,4/23/2015,null
Shell,2/11/2015, $52.60 ,2/11/2015,32.936447,4/24/2015,null
Shell,2/12/2015, $53.16 ,2/12/2015,33.744556,4/27/2015,null
Shell,2/13/2015, $53.95 ,2/13/2015,34.226166,4/28/2015,null
Shell,2/17/2015, $54.02 ,2/17/2015,34.103714,4/29/2015,52
Shell,2/18/2015, $54.13 ,2/18/2015,34.079231,4/30/2015,52
Shell,2/19/2015, $52.94 ,2/19/2015,33.62212,5/4/2015,52
Shell,2/20/2015, $53.53 ,2/20/2015,33.695583,5/5/2015,52
Shell,2/23/2015, $53.01 ,2/23/2015,33.646614,5/6/2015,53
Shell,2/24/2015, $53.60 ,2/24/2015,33.948627,5/7/2015,53
Shell,2/25/2015, $53.66 ,2/25/2015,34.209831,5/8/2015,53
Shell,2/26/2015, $52.73 ,2/26/2015,33.760883,5/11/2015,53
Shell,2/27/2015, $53.18 ,2/27/2015,33.826187,5/12/2015,53
Shell,3/2/2015, $52.31 ,3/2/2015,33.711906,5/13/2015,53
Shell,3/3/2015, $51.49 ,3/3/2015,34.071064,5/14/2015,53
Shell,3/4/2015, $51.18 ,3/4/2015,33.899654,5/15/2015,53
Shell,3/5/2015, $50.71 ,3/5/2015,33.613953,5/18/2015,53
Shell,3/6/2015, $49.65 ,3/6/2015,32.936447,5/19/2015,53
Shell,3/9/2015, $49.74 ,3/9/2015,32.879303,5/20/2015,54.299999
Shell,3/10/2015, $47.78 ,3/10/2015,31.867144,5/21/2015,54.299999
Shell,3/11/2015, $47.26 ,3/11/2015,31.205963,5/22/2015,55.549999
Shell,3/12/2015, $47.72 ,3/12/2015,31.148825,5/26/2015,55.549999
Shell,3/13/2015, $46.58 ,3/13/2015,30.691715,5/27/2015,55.549999
Shell,3/16/2015, $46.99 ,3/16/2015,30.6509,5/28/2015,55.549999
Shell,3/17/2015, $47.53 ,3/17/2015,30.871296,5/29/2015,55.549999
Shell,3/18/2015, $49.41 ,3/18/2015,32.120182,6/1/2015,55.549999
Shell,3/19/2015, $48.97 ,3/19/2015,31.810003,6/2/2015,55.549999
Shell,3/20/2015, $50.05 ,3/20/2015,32.73238,6/3/2015,55.549999
Shell,3/23/2015, $50.89 ,3/23/2015,32.765038,6/4/2015,55.549999
Shell,3/24/2015, $50.17 ,3/24/2015,32.250786,6/5/2015,55.549999
Shell,3/25/2015, $50.79 ,3/25/2015,32.658924,6/8/2015,55.549999
Shell,3/26/2015, $49.92 ,3/26/2015,32.49567,6/9/2015,55.549999
Shell,3/27/2015, $49.20 ,3/27/2015,32.332413,6/10/2015,55.549999
Shell,3/30/2015, $49.57 ,3/30/2015,32.520153,6/11/2015,52.900002
Shell,3/31/2015, $48.52 ,3/31/2015,31.92428,6/12/2015,52.900002
Shell,4/1/2015, $48.96 ,4/1/2015,32.242622,6/15/2015,52.900002
Shell,4/2/2015, $49.08 ,4/2/2015,32.365059,6/16/2015,52.900002
Shell,4/6/2015, $50.03 ,4/6/2015,32.75687,6/17/2015,52.900002
Shell,4/7/2015, $50.40 ,4/7/2015,32.854828,6/18/2015,52.900002
Shell,4/8/2015, $48.67 ,4/8/2015,33.279289,6/19/2015,52.900002
Shell,4/9/2015, $48.32 ,4/9/2015,33.75272,6/22/2015,52.900002
Shell,4/10/2015, $48.59 ,4/10/2015,33.907814,6/23/2015,52.900002
Shell,4/13/2015, $48.65 ,4/13/2015,33.654778,6/24/2015,52.900002
Shell,4/14/2015, $49.18 ,4/14/2015,34.120041,6/25/2015,52.900002
Shell,4/15/2015, $50.57 ,4/15/2015,34.626125,6/26/2015,52.900002
Shell,4/16/2015, $51.46 ,4/16/2015,34.732239,6/29/2015,52.900002
Shell,4/17/2015, $51.04 ,4/17/2015,35.009781,6/30/2015,52.900002
Shell,4/20/2015, $51.13 ,4/20/2015,34.952637,7/1/2015,52.900002
Shell,4/21/2015, $50.78 ,4/21/2015,34.919987,7/2/2015,52.900002
Shell,4/22/2015, $50.73 ,4/22/2015,35.295471,7/3/2015,52.900002
Shell,4/23/2015, $51.22 ,4/23/2015,35.589329,7/6/2015,52.900002
Shell,4/24/2015, $51.05 ,4/24/2015,35.475056,7/7/2015,52.900002
Shell,4/27/2015, $51.32 ,4/27/2015,35.132214,7/8/2015,52.900002
Shell,4/28/2015, $51.56 ,4/28/2015,35.491375,7/10/2015,51
Shell,4/29/2015, $51.66 ,4/29/2015,35.581161,7/13/2015,51
Shell,4/30/2015, $51.60 ,4/30/2015,35.230164,7/14/2015,51
Shell,5/1/2015, $51.69 ,5/1/2015,35.287308,7/15/2015,51
Shell,5/4/2015, $51.87 ,5/4/2015,35.434242,7/16/2015,51
Shell,5/5/2015, $51.71 ,5/5/2015,35.18119,7/17/2015,51
Shell,5/6/2015, $51.64 ,5/6/2015,35.181194,7/20/2015,51
Shell,5/7/2015, $50.53 ,5/7/2015,34.626575,7/21/2015,51
Shell,5/8/2015, $52.26 ,5/8/2015,35.355034,7/22/2015,51
Shell,5/11/2015, $52.27 ,5/11/2015,35.247414,7/23/2015,51
Shell,5/12/2015, $51.77 ,5/12/2015,35.33847,7/24/2015,51
Shell,5/13/2015, $52.27 ,5/13/2015,35.404705,7/27/2015,51
Shell,5/14/2015, $52.48 ,5/14/2015,35.561974,7/28/2015,51
Shell,5/15/2015, $52.21 ,5/15/2015,35.437809,7/29/2015,48
Shell,5/18/2015, $51.32 ,5/18/2015,35.090141,7/30/2015,48
Shell,5/19/2015, $50.57 ,5/19/2015,34.626575,7/31/2015,48
Shell,5/20/2015, $50.70 ,5/20/2015,34.833523,8/3/2015,48
Shell,5/21/2015, $51.44 ,5/21/2015,35.512318,8/4/2015,48
Shell,5/22/2015, $50.53 ,5/22/2015,35.181194,8/5/2015,48
Shell,5/26/2015, $49.28 ,5/26/2015,34.461021,8/6/2015,48
Shell,5/27/2015, $49.64 ,5/27/2015,34.593464,8/7/2015,48
Shell,5/28/2015, $49.64 ,5/28/2015,34.394794,8/10/2015,48
Shell,5/29/2015, $49.31 ,5/29/2015,34.320286,8/11/2015,48
Shell,6/1/2015, $48.64 ,6/1/2015,33.898117,8/12/2015,48
Shell,6/2/2015, $49.23 ,6/2/2015,34.353405,8/13/2015,48
Shell,6/3/2015, $49.16 ,6/3/2015,34.129894,8/14/2015,48
Shell,6/4/2015, $48.34 ,6/4/2015,33.624943,8/18/2015,48
Shell,6/5/2015, $48.17 ,6/5/2015,33.575279,8/19/2015,48
Shell,6/8/2015, $48.15 ,6/8/2015,33.550446,8/20/2015,48
Shell,6/9/2015, $47.83 ,6/9/2015,33.566998,8/21/2015,48
Shell,6/10/2015, $48.82 ,6/10/2015,34.171284,8/24/2015,48
Shell,6/11/2015, $48.79 ,6/11/2015,34.287174,8/25/2015,48
Shell,6/12/2015, $47.91 ,6/12/2015,33.773945,8/26/2015,48
Shell,6/15/2015, $47.89 ,6/15/2015,33.873276,8/27/2015,48
Shell,6/16/2015, $48.13 ,6/16/2015,33.865005,8/28/2015,48
Shell,6/17/2015, $48.15 ,6/17/2015,34.113342,8/31/2015,48
Shell,6/18/2015, $48.43 ,6/18/2015,34.154724,9/1/2015,48
Shell,6/19/2015, $48.34 ,6/19/2015,34.063671,9/2/2015,48
Shell,6/22/2015, $48.81 ,6/22/2015,34.369957,9/3/2015,48
Shell,6/23/2015, $48.72 ,6/23/2015,34.386513,9/4/2015,48
Shell,6/24/2015, $49.15 ,6/24/2015,34.626575,9/7/2015,48
Shell,6/25/2015, $48.90 ,6/25/2015,34.676239,9/8/2015,48
Shell,6/26/2015, $48.89 ,6/26/2015,34.229229,9/9/2015,48
Shell,6/29/2015, $47.67 ,6/29/2015,33.368324,9/10/2015,48
Shell,6/30/2015, $47.07 ,6/30/2015,33.078594,9/11/2015,48
Shell,7/1/2015, $46.48 ,7/1/2015,32.507423,9/14/2015,48
Shell,7/2/2015, $47.01 ,7/2/2015,34.179565,9/15/2015,48
Shell,7/6/2015, $46.23 ,7/6/2015,33.037209,9/16/2015,48
Shell,7/7/2015, $46.10 ,7/7/2015,32.871655,9/17/2015,48
Shell,7/8/2015, $45.52 ,7/8/2015,32.408089,9/18/2015,48
Shell,7/9/2015, $45.76 ,7/9/2015,32.391537,9/21/2015,48
Shell,7/10/2015, $46.93 ,7/10/2015,33.028942,9/22/2015,48
Shell,7/13/2015, $46.89 ,7/13/2015,33.078594,9/23/2015,48
Shell,7/14/2015, $47.59 ,7/14/2015,33.384888,9/24/2015,48
Shell,7/15/2015, $47.04 ,7/15/2015,33.144825,9/25/2015,48
Shell,7/16/2015, $47.15 ,7/16/2015,32.73093,9/28/2015,48
Shell,7/17/2015, $47.08 ,7/17/2015,32.383251,9/29/2015,48
Shell,7/20/2015, $46.80 ,7/20/2015,32.076973,9/30/2015,48
Shell,7/21/2015, $47.09 ,7/21/2015,32.060413,10/1/2015,48
Shell,7/22/2015, $46.37 ,7/22/2015,31.381632,10/2/2015,48
Shell,7/23/2015, $46.09 ,7/23/2015,30.876671,10/5/2015,48
Shell,7/24/2015, $44.90 ,7/24/2015,30.272377,10/6/2015,48
Shell,7/27/2015, $44.50 ,7/27/2015,29.841934,10/7/2015,48
Shell,7/28/2015, $45.28 ,7/28/2015,30.868391,10/8/2015,48
Shell,7/29/2015, $45.74 ,7/29/2015,30.951174,10/9/2015,48
Shell,7/30/2015, $47.37 ,7/30/2015,31.191233,10/13/2015,48
Shell,7/31/2015, $47.46 ,7/31/2015,30.603504,10/14/2015,48
Shell,8/3/2015, $47.23 ,8/3/2015,30.197884,10/15/2015,48
Shell,8/4/2015, $47.15 ,8/4/2015,30.247551,10/16/2015,48
Shell,8/5/2015, $47.65 ,8/5/2015,30.188633,10/19/2015,48
Shell,8/6/2015, $48.38 ,8/6/2015,30.197056,10/20/2015,48
Shell,8/7/2015, $48.02 ,8/7/2015,30.028732,10/21/2015,48
Shell,8/10/2015, $48.62 ,8/10/2015,30.533695,10/22/2015,48
Shell,8/11/2015, $48.79 ,8/11/2015,30.340126,10/23/2015,48
Shell,8/12/2015, $49.15 ,8/12/2015,30.668356,10/26/2015,48
Shell,8/13/2015, $47.77 ,8/13/2015,30.230715,10/27/2015,48
Shell,8/14/2015, $47.36 ,8/14/2015,30.104473,10/28/2015,48
Shell,8/17/2015, $47.07 ,8/17/2015,29.902487,10/29/2015,48
Shell,8/18/2015, $46.77 ,8/18/2015,29.666838,10/30/2015,48
Shell,8/19/2015, $45.79 ,8/19/2015,29.170284,11/2/2015,48
Shell,8/20/2015, $45.47 ,8/20/2015,28.934637,11/3/2015,48
Shell,8/21/2015, $44.00 ,8/21/2015,27.916283,11/4/2015,48
Shell,8/24/2015, $41.72 ,8/24/2015,26.249893,11/5/2015,48
Shell,8/25/2015, $41.65 ,8/25/2015,25.845919,11/9/2015,48
Shell,8/26/2015, $41.52 ,8/26/2015,26.174147,11/10/2015,48
Shell,8/27/2015, $43.58 ,8/27/2015,27.798456,11/11/2015,48
Shell,8/28/2015, $44.13 ,8/28/2015,27.992027,11/12/2015,48
Shell,8/31/2015, $44.40 ,8/31/2015,28.227678,11/13/2015,48
Shell,9/1/2015, $42.40 ,9/1/2015,27.049419,11/16/2015,48
Shell,9/2/2015, $42.77 ,9/2/2015,27.09992,11/17/2015,48
Shell,9/3/2015, $42.62 ,9/3/2015,27.276657,11/18/2015,48
Shell,9/4/2015, $41.54 ,9/4/2015,25.837502,11/19/2015,48
Shell,9/8/2015, $42.63 ,9/8/2015,26.435045,11/20/2015,48
Shell,9/9/2015, $42.07 ,9/9/2015,26.005821,11/24/2015,48
Shell,9/10/2015, $42.43 ,9/10/2015,26.266722,11/25/2015,48
Shell,9/11/2015, $42.18 ,9/11/2015,26.098404,11/26/2015,48
Shell,9/14/2015, $41.88 ,9/14/2015,25.820669,11/27/2015,48
Shell,9/15/2015, $42.19 ,9/15/2015,26.182564,11/30/2015,48
Shell,9/16/2015, $43.38 ,9/16/2015,27.041008,12/1/2015,48
Shell,9/17/2015, $43.23 ,9/17/2015,27.024174,12/2/2015,48
Shell,9/18/2015, $41.55 ,9/18/2015,26.165733,12/3/2015,48
Shell,9/21/2015, $41.46 ,9/21/2015,26.14048,12/4/2015,48
Shell,9/22/2015, $40.09 ,9/22/2015,25.576601,12/9/2015,48
Shell,9/23/2015, $39.72 ,9/23/2015,25.181046,12/10/2015,48
Shell,9/24/2015, $39.42 ,9/24/2015,25.383028,12/11/2015,48
Shell,9/25/2015, $39.69 ,9/25/2015,25.610268,12/14/2015,30
Shell,9/28/2015, $38.49 ,9/28/2015,24.726572,12/15/2015,30
Shell,9/29/2015, $39.06 ,9/29/2015,24.936972,12/16/2015,30
Shell,9/30/2015, $39.76 ,9/30/2015,25.719675,12/17/2015,30
Shell,10/1/2015, $40.42 ,10/1/2015,26.056318,12/18/2015,30
Shell,10/2/2015, $41.81 ,10/2/2015,27.369236,12/21/2015,30
Shell,10/5/2015, $43.34 ,10/5/2015,28.185598,12/22/2015,30
Shell,10/6/2015, $44.86 ,10/6/2015,28.875723,12/23/2015,30
Shell,10/7/2015, $46.12 ,10/7/2015,30.053974,12/28/2015,30.5
Shell,10/8/2015, $46.88 ,10/8/2015,30.264381,12/29/2015,30.5
Shell,10/9/2015, $46.37 ,10/9/2015,30.264381,12/30/2015,30.5
Shell,10/12/2015, $46.21 ,10/12/2015,29.76783,1/4/2016,30.5
Shell,10/13/2015, $45.42 ,10/13/2015,29.2292,1/5/2016,30.5
Shell,10/14/2015, $46.40 ,10/14/2015,29.725746,1/6/2016,30.5
Shell,10/15/2015, $46.93 ,10/15/2015,30.028732,1/7/2016,30.5
Shell,10/16/2015, $47.28 ,10/16/2015,30.180223,1/8/2016,30.5
Shell,10/19/2015, $46.00 ,10/19/2015,29.405935,1/11/2016,30.5
Shell,10/20/2015, $46.05 ,10/20/2015,29.431189,1/12/2016,30.5
Shell,10/21/2015, $46.21 ,10/21/2015,29.574255,1/13/2016,30.5
Shell,10/22/2015, $46.47 ,10/22/2015,30.230715,1/14/2016,30.5
Shell,10/23/2015, $45.64 ,10/23/2015,30.062397,1/15/2016,30.5
Shell,10/26/2015, $44.79 ,10/26/2015,29.498514,1/18/2016,30.5
Shell,10/27/2015, $44.02 ,10/27/2015,29.304941,1/19/2016,30.5
Shell,10/28/2015, $44.49 ,10/28/2015,30.079229,1/20/2016,30.5
Shell,10/29/2015, $44.10 ,10/29/2015,30.053974,1/21/2016,30.5
Shell,10/30/2015, $44.02 ,10/30/2015,30.045563,1/22/2016,30.5
Shell,11/2/2015, $45.04 ,11/2/2015,30.533695,1/25/2016,31.5
Shell,11/3/2015, $45.95 ,11/3/2015,31.333225,1/26/2016,31.5
Shell,11/4/2015, $45.66 ,11/4/2015,31.102274,1/27/2016,31.5
Shell,11/5/2015, $44.23 ,11/5/2015,30.409397,1/28/2016,31.5
Shell,11/6/2015, $43.74 ,11/6/2015,30.050131,1/29/2016,31.5
Shell,11/9/2015, $43.56 ,11/9/2015,29.836285,2/1/2016,31.5
Shell,11/10/2015, $43.19 ,11/10/2015,29.742189,2/2/2016,31.5
Shell,11/11/2015, $42.41 ,11/11/2015,29.417139,2/3/2016,31.5
Shell,11/12/2015, $41.56 ,11/12/2015,28.655832,2/4/2016,31.5
Shell,11/13/2015, $41.31 ,11/13/2015,28.553186,2/5/2016,31.5
Shell,11/16/2015, $42.37 ,11/16/2015,29.494123,2/10/2016,31.5
Shell,11/17/2015, $42.10 ,11/17/2015,29.237503,2/11/2016,31.5
Shell,11/18/2015, $43.20 ,11/18/2015,30.024466,2/12/2016,31.5
Shell,11/19/2015, $43.62 ,11/19/2015,30.152781,2/15/2016,31.5
Shell,11/20/2015, $42.45 ,11/20/2015,29.451355,2/16/2016,31.5
Shell,11/23/2015, $42.07 ,11/23/2015,29.442795,2/17/2016,31.5
Shell,11/24/2015, $42.82 ,11/24/2015,29.930372,2/18/2016,31.5
Shell,11/25/2015, $42.66 ,11/25/2015,29.930372,2/19/2016,31.5
Shell,11/27/2015, $42.78 ,11/27/2015,29.793516,2/22/2016,31.5
Shell,11/30/2015, $42.52 ,11/30/2015,29.596769,2/23/2016,31.5
Shell,12/1/2015, $42.81 ,12/1/2015,29.742189,2/24/2016,31.5
Shell,12/2/2015, $42.38 ,12/2/2015,28.929564,2/25/2016,31.5
Shell,12/3/2015, $42.01 ,12/3/2015,28.450539,2/26/2016,31.5
Shell,12/4/2015, $41.38 ,12/4/2015,27.945854,2/29/2016,31.5
Shell,12/7/2015, $39.56 ,12/7/2015,26.739744,3/1/2016,31.5
Shell,12/8/2015, $39.13 ,12/8/2015,26.748297,3/2/2016,31.5
Shell,12/9/2015, $40.02 ,12/9/2015,27.210209,3/3/2016,31.5
Shell,12/10/2015, $39.47 ,12/10/2015,27.201656,3/4/2016,31.5
Shell,12/11/2015, $38.06 ,12/11/2015,26.337706,3/7/2016,31.5
Shell,12/14/2015, $37.56 ,12/14/2015,25.850126,3/8/2016,31.5
Shell,12/15/2015, $38.18 ,12/15/2015,26.303488,3/9/2016,31.5
Shell,12/16/2015, $38.15 ,12/16/2015,26.406136,3/10/2016,31.5
Shell,12/17/2015, $37.18 ,12/17/2015,25.961327,3/11/2016,31.5
Shell,12/18/2015, $37.35 ,12/18/2015,25.790249,3/14/2016,31.5
Shell,12/21/2015, $37.18 ,12/21/2015,25.773142,3/15/2016,31.5
Shell,12/22/2015, $37.97 ,12/22/2015,26.337706,3/16/2016,28.1
Shell,12/23/2015, $40.18 ,12/23/2015,27.672125,3/17/2016,30
Shell,12/24/2015, $39.53 ,12/24/2015,27.475384,3/18/2016,30
Shell,12/28/2015, $39.16 ,12/28/2015,27.124668,3/21/2016,30
Shell,12/29/2015, $39.73 ,12/29/2015,27.261534,3/22/2016,30
Shell,12/30/2015, $39.30 ,12/30/2015,26.782511,3/23/2016,30
Shell,12/31/2015, $39.13 ,12/31/2015,26.739744,3/28/2016,30
Shell,1/4/2016, $39.16 ,1/4/2016,26.568663,3/29/2016,30
Shell,1/5/2016, $38.97 ,1/5/2016,26.457462,3/30/2016,30
Shell,1/6/2016, $37.61 ,1/6/2016,25.918558,3/31/2016,32.5
Shell,1/7/2016, $35.99 ,1/7/2016,25.174362,4/1/2016,32.5
Shell,1/8/2016, $34.50 ,1/8/2016,24.729555,4/4/2016,32.5
Shell,1/11/2016, $34.21 ,1/11/2016,24.66968,4/5/2016,32.5
Shell,1/12/2016, $34.12 ,1/12/2016,24.507149,4/6/2016,32.5
Shell,1/13/2016, $33.27 ,1/13/2016,24.6098,4/7/2016,32.5
Shell,1/14/2016, $35.33 ,1/14/2016,26.37192,4/8/2016,32.5
Shell,1/15/2016, $33.45 ,1/15/2016,24.943403,4/11/2016,32.5
Shell,1/19/2016, $32.89 ,1/19/2016,24.73811,4/12/2016,32.5
Shell,1/20/2016, $31.51 ,1/20/2016,24.344627,4/13/2016,32.5
Shell,1/21/2016, $32.63 ,1/21/2016,25.200026,4/14/2016,32.5
Shell,1/22/2016, $34.55 ,1/22/2016,25.961327,4/15/2016,32.5
Shell,1/25/2016, $33.76 ,1/25/2016,25.20858,4/18/2016,32.5
Shell,1/26/2016, $35.25 ,1/26/2016,26.294933,4/19/2016,32.5
Shell,1/27/2016, $35.72 ,1/27/2016,26.24361,4/20/2016,32.5
Shell,1/28/2016, $37.03 ,1/28/2016,27.278639,4/21/2016,32.5
Shell,1/29/2016, $37.54 ,1/29/2016,27.689234,4/22/2016,32.5
Shell,2/1/2016, $37.07 ,2/1/2016,27.116117,4/25/2016,32.5
Shell,2/2/2016, $35.48 ,2/2/2016,24.823652,4/26/2016,32.5
Shell,2/3/2016, $36.74 ,2/3/2016,25.371103,4/27/2016,32.5
Shell,2/4/2016, $38.07 ,2/4/2016,26.183735,4/28/2016,32.5
Shell,2/5/2016, $38.18 ,2/5/2016,26.055424,4/29/2016,32.5
Shell,2/8/2016, $38.03 ,2/8/2016,25.593508,5/2/2016,32.5
Shell,2/9/2016, $36.44 ,2/9/2016,24.763775,5/3/2016,32.5
Shell,2/10/2016, $36.15 ,2/10/2016,24.492987,5/4/2016,31.5
Shell,2/11/2016, $36.30 ,2/11/2016,24.143585,5/5/2016,41
Shell,2/12/2016, $37.67 ,2/12/2016,25.34902,5/6/2016,41
Shell,2/16/2016, $38.79 ,2/16/2016,25.383957,5/9/2016,41
Shell,2/17/2016, $40.23 ,2/17/2016,26.161375,5/10/2016,41
Shell,2/18/2016, $39.93 ,2/18/2016,26.012878,5/11/2016,41
Shell,2/19/2016, $39.50 ,2/19/2016,25.986673,5/12/2016,42
Shell,2/22/2016, $40.32 ,2/22/2016,26.467096,5/13/2016,42
Shell,2/23/2016, $38.68 ,2/23/2016,25.331545,5/16/2016,42
Shell,2/24/2016, $38.61 ,2/24/2016,24.929739,5/17/2016,42
Shell,2/25/2016, $39.32 ,2/25/2016,25.034557,5/18/2016,42
Shell,2/26/2016, $39.73 ,2/26/2016,25.331545,5/19/2016,42
Shell,2/29/2016, $39.68 ,2/29/2016,25.410162,5/20/2016,42
Shell,3/1/2016, $40.52 ,3/1/2016,25.881849,5/23/2016,42
Shell,3/2/2016, $41.10 ,3/2/2016,26.388483,5/24/2016,42
Shell,3/3/2016, $41.53 ,3/3/2016,26.964996,5/26/2016,43
Shell,3/4/2016, $41.87 ,3/4/2016,27.209576,5/27/2016,43
Shell,3/7/2016, $42.12 ,3/7/2016,27.515303,5/30/2016,43
Shell,3/8/2016, $41.12 ,3/8/2016,26.266191,5/31/2016,43
Shell,3/9/2016, $42.07 ,3/9/2016,26.467096,6/1/2016,43
Shell,3/10/2016, $41.30 ,3/10/2016,26.056555,6/2/2016,43
Shell,3/11/2016, $42.14 ,3/11/2016,26.685474,6/3/2016,42.299999
Shell,3/14/2016, $41.96 ,3/14/2016,26.161375,6/6/2016,42.299999
Shell,3/15/2016, $41.71 ,3/15/2016,25.890589,6/7/2016,40
Shell,3/16/2016, $42.72 ,3/16/2016,26.650534,6/8/2016,40
Shell,3/17/2016, $43.71 ,3/17/2016,27.550241,6/9/2016,40
Shell,3/18/2016, $43.16 ,3/18/2016,27.366802,6/10/2016,40
Shell,3/21/2016, $42.80 ,3/21/2016,27.183372,6/13/2016,40
Shell,3/22/2016, $42.28 ,3/22/2016,27.026142,6/14/2016,40
Shell,3/23/2016, $41.62 ,3/23/2016,26.379749,6/15/2016,40
Shell,3/24/2016, $42.13 ,3/24/2016,26.571922,6/16/2016,40
Shell,3/28/2016, $42.01 ,3/28/2016,26.571922,6/17/2016,null
Shell,3/29/2016, $41.94 ,3/29/2016,26.510777,6/21/2016,40
Shell,3/30/2016, $42.83 ,3/30/2016,27.017406,6/22/2016,40
Shell,3/31/2016, $42.28 ,3/31/2016,26.36228,6/23/2016,40
Shell,4/1/2016, $41.58 ,4/1/2016,25.829443,6/24/2016,40
Shell,4/4/2016, $41.66 ,4/4/2016,25.838179,6/27/2016,40
Shell,4/5/2016, $40.77 ,4/5/2016,25.270403,6/28/2016,40
Shell,4/6/2016, $41.60 ,4/6/2016,25.593599,6/29/2016,43
Shell,4/7/2016, $41.23 ,4/7/2016,25.445101,6/30/2016,43
Shell,4/8/2016, $42.96 ,4/8/2016,26.336075,7/1/2016,44
Shell,4/11/2016, $43.45 ,4/11/2016,26.475836,7/4/2016,44
Shell,4/12/2016, $44.38 ,4/12/2016,27.25325,7/5/2016,44
Shell,4/13/2016, $44.78 ,4/13/2016,27.410482,7/6/2016,44
Shell,4/14/2016, $45.11 ,4/14/2016,27.008669,7/7/2016,44
Shell,4/15/2016, $45.13 ,4/15/2016,26.772823,7/11/2016,44
Shell,4/18/2016, $45.29 ,4/18/2016,27.13096,7/12/2016,45
Shell,4/19/2016, $45.68 ,4/19/2016,27.742414,7/13/2016,45
Shell,4/20/2016, $45.84 ,4/20/2016,27.829765,7/14/2016,48.5
Shell,4/21/2016, $45.92 ,4/21/2016,27.724943,7/15/2016,48.5
Shell,4/22/2016, $46.11 ,4/22/2016,28.08308,7/18/2016,48.5
Shell,4/25/2016, $45.07 ,4/25/2016,27.76862,7/19/2016,48.5
Shell,4/26/2016, $45.67 ,4/26/2016,29.253569,7/20/2016,48.5
Shell,4/27/2016, $46.66 ,4/27/2016,29.559299,7/21/2016,48.5
Shell,4/28/2016, $46.32 ,4/28/2016,29.253569,7/22/2016,48.5
Shell,4/29/2016, $46.15 ,4/29/2016,29.33219,7/25/2016,45
Shell,5/2/2016, $46.19 ,5/2/2016,29.367123,7/26/2016,45
Shell,5/3/2016, $44.93 ,5/3/2016,28.441216,7/27/2016,45
Shell,5/4/2016, $43.82 ,5/4/2016,27.960667,7/28/2016,45
Shell,5/5/2016, $44.07 ,5/5/2016,28.10305,7/29/2016,45
Shell,5/6/2016, $44.28 ,5/6/2016,28.10305,8/1/2016,45
Shell,5/9/2016, $43.28 ,5/9/2016,27.658102,8/2/2016,45
Shell,5/10/2016, $44.18 ,5/10/2016,28.192039,8/3/2016,45
Shell,5/11/2016, $44.15 ,5/11/2016,28.183142,8/4/2016,45
Shell,5/12/2016, $44.29 ,5/12/2016,28.352222,8/5/2016,45
Shell,5/13/2016, $43.31 ,5/13/2016,28.005159,8/8/2016,45
Shell,5/16/2016, $44.51 ,5/16/2016,28.530205,8/9/2016,45
Shell,5/17/2016, $44.35 ,5/17/2016,28.672588,8/10/2016,45
Shell,5/18/2016, $44.10 ,5/18/2016,28.592497,8/11/2016,45
Shell,5/19/2016, $43.74 ,5/19/2016,28.459009,8/12/2016,45
Shell,5/20/2016, $43.76 ,5/20/2016,28.414516,8/16/2016,45
